GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC02
Id,Id2,Geography,Median income (dollars); Estimate; Households
8600000US11721,11721,ZCTA5 11721,108611
8600000US11722,11722,ZCTA5 11722,67222
8600000US11724,11724,ZCTA5 11724,189000
8600000US11725,11725,ZCTA5 11725,120750
8600000US11726,11726,ZCTA5 11726,67259
8600000US11727,11727,ZCTA5 11727,77891
8600000US11729,11729,ZCTA5 11729,84063
8600000US11730,11730,ZCTA5 11730,115981
8600000US11731,11731,ZCTA5 11731,106453
8600000US11732,11732,ZCTA5 11732,115333
8600000US11733,11733,ZCTA5 11733,143438
8600000US11735,11735,ZCTA5 11735,96455
8600000US11738,11738,ZCTA5 11738,95129
8600000US11739,11739,ZCTA5 11739,140000
8600000US11740,11740,ZCTA5 11740,107446
8600000US11741,11741,ZCTA5 11741,98914
8600000US11742,11742,ZCTA5 11742,89000
8600000US11743,11743,ZCTA5 11743,117273
8600000US11746,11746,ZCTA5 11746,101171
8600000US11747,11747,ZCTA5 11747,123167
8600000US11749,11749,ZCTA5 11749,86318
8600000US11751,11751,ZCTA5 11751,94395
8600000US11752,11752,ZCTA5 11752,93179
8600000US11753,11753,ZCTA5 11753,149750
8600000US11754,11754,ZCTA5 11754,98191
8600000US11755,11755,ZCTA5 11755,100955
8600000US11756,11756,ZCTA5 11756,105708
8600000US11757,11757,ZCTA5 11757,80677
8600000US11758,11758,ZCTA5 11758,109123
8600000US11762,11762,ZCTA5 11762,121469
8600000US11763,11763,ZCTA5 11763,81237
8600000US11764,11764,ZCTA5 11764,114722
8600000US11765,11765,ZCTA5 11765,171250
8600000US11766,11766,ZCTA5 11766,113125
8600000US11767,11767,ZCTA5 11767,117679
8600000US11768,11768,ZCTA5 11768,119806
8600000US11769,11769,ZCTA5 11769,87202
8600000US11770,11770,ZCTA5 11770,-
8600000US11771,11771,ZCTA5 11771,119688
8600000US11772,11772,ZCTA5 11772,68955
8600000US11776,11776,ZCTA5 11776,94067
8600000US11777,11777,ZCTA5 11777,104167
8600000US11778,11778,ZCTA5 11778,91545
8600000US11779,11779,ZCTA5 11779,86684
8600000US11780,11780,ZCTA5 11780,112625
8600000US11782,11782,ZCTA5 11782,105872
8600000US11783,11783,ZCTA5 11783,112224
8600000US11784,11784,ZCTA5 11784,88319
8600000US11786,11786,ZCTA5 11786,126129
8600000US11787,11787,ZCTA5 11787,115162
8600000US11788,11788,ZCTA5 11788,105014
8600000US11789,11789,ZCTA5 11789,77068
8600000US11790,11790,ZCTA5 11790,123343
8600000US11791,11791,ZCTA5 11791,157267
8600000US11792,11792,ZCTA5 11792,121153
8600000US11793,11793,ZCTA5 11793,117914
8600000US11794,11794,ZCTA5 11794,-
8600000US11795,11795,ZCTA5 11795,112205
8600000US11796,11796,ZCTA5 11796,92794
8600000US11797,11797,ZCTA5 11797,156467
8600000US11798,11798,ZCTA5 11798,71250
8600000US11801,11801,ZCTA5 11801,99958
8600000US11803,11803,ZCTA5 11803,132371
8600000US11804,11804,ZCTA5 11804,105859
8600000US11901,11901,ZCTA5 11901,55966
8600000US11930,11930,ZCTA5 11930,94167
8600000US11931,11931,ZCTA5 11931,-
8600000US11932,11932,ZCTA5 11932,74375
8600000US11933,11933,ZCTA5 11933,64537
8600000US11934,11934,ZCTA5 11934,97654
8600000US11935,11935,ZCTA5 11935,88373
8600000US11937,11937,ZCTA5 11937,90101
8600000US11939,11939,ZCTA5 11939,74375
8600000US11940,11940,ZCTA5 11940,97679
8600000US11941,11941,ZCTA5 11941,103802
8600000US11942,11942,ZCTA5 11942,92750
8600000US11944,11944,ZCTA5 11944,57096
8600000US11946,11946,ZCTA5 11946,76026
8600000US11947,11947,ZCTA5 11947,-
8600000US11948,11948,ZCTA5 11948,102908
8600000US11949,11949,ZCTA5 11949,105714
8600000US11950,11950,ZCTA5 11950,72993
8600000US11951,11951,ZCTA5 11951,64033
8600000US11952,11952,ZCTA5 11952,89956
8600000US11953,11953,ZCTA5 11953,72252
8600000US11954,11954,ZCTA5 11954,77632
8600000US11955,11955,ZCTA5 11955,61695
8600000US11956,11956,ZCTA5 11956,61250
8600000US11957,11957,ZCTA5 11957,73417
8600000US11958,11958,ZCTA5 11958,66591
8600000US11959,11959,ZCTA5 11959,87750
8600000US11960,11960,ZCTA5 11960,68750
