GEO.id,GEO.id2,GEO.display-label,HD01_VD01
Id,Id2,Geography,Estimate; Aggregate travel time to work (in minutes):
0100000US,,United States,3730653340
8600000US06390,6390,ZCTA5 06390,1735
8600000US07421,7421,ZCTA5 07421,173995
8600000US10001,10001,ZCTA5 10001,372755
8600000US10002,10002,ZCTA5 10002,1033980
8600000US10003,10003,ZCTA5 10003,770020
8600000US10004,10004,ZCTA5 10004,45325
8600000US10005,10005,ZCTA5 10005,152270
8600000US10006,10006,ZCTA5 10006,65320
8600000US10007,10007,ZCTA5 10007,96410
8600000US10009,10009,ZCTA5 10009,984890
8600000US10010,10010,ZCTA5 10010,490635
8600000US10011,10011,ZCTA5 10011,791350
8600000US10012,10012,ZCTA5 10012,351535
8600000US10013,10013,ZCTA5 10013,377825
8600000US10014,10014,ZCTA5 10014,473685
8600000US10016,10016,ZCTA5 10016,775200
8600000US10017,10017,ZCTA5 10017,272515
8600000US10018,10018,ZCTA5 10018,168500
8600000US10019,10019,ZCTA5 10019,684895
8600000US10020,10020,ZCTA5 10020,-
8600000US10021,10021,ZCTA5 10021,730200
8600000US10022,10022,ZCTA5 10022,469285
8600000US10023,10023,ZCTA5 10023,950190
8600000US10024,10024,ZCTA5 10024,982715
8600000US10025,10025,ZCTA5 10025,1433725
8600000US10026,10026,ZCTA5 10026,651750
8600000US10027,10027,ZCTA5 10027,864025
8600000US10028,10028,ZCTA5 10028,910660
8600000US10029,10029,ZCTA5 10029,1114235
8600000US10030,10030,ZCTA5 10030,489330
8600000US10031,10031,ZCTA5 10031,1247805
8600000US10032,10032,ZCTA5 10032,1103270
8600000US10033,10033,ZCTA5 10033,1147595
8600000US10034,10034,ZCTA5 10034,861525
8600000US10035,10035,ZCTA5 10035,460850
8600000US10036,10036,ZCTA5 10036,481770
8600000US10037,10037,ZCTA5 10037,309255
8600000US10038,10038,ZCTA5 10038,304970
8600000US10039,10039,ZCTA5 10039,422215
8600000US10040,10040,ZCTA5 10040,864075
8600000US10044,10044,ZCTA5 10044,201000
8600000US10065,10065,ZCTA5 10065,425630
8600000US10069,10069,ZCTA5 10069,87460
8600000US10075,10075,ZCTA5 10075,333995
8600000US10103,10103,ZCTA5 10103,-
8600000US10110,10110,ZCTA5 10110,-
