GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
8600000US10566,10566,ZCTA5 10566,24035,129,10010,878,5148,581,161,142,741,281,0,21,6208,776,1767,438,633,348,1134,340
8600000US10567,10567,ZCTA5 10567,20778,613,15857,784,1340,404,26,40,629,188,0,21,2245,719,681,229,150,75,531,213
8600000US10570,10570,ZCTA5 10570,12656,395,10858,514,492,215,0,18,467,128,0,18,594,272,245,126,19,22,226,126
8600000US10573,10573,ZCTA5 10573,39188,52,24197,1405,1591,521,438,283,1093,298,8,12,11042,1393,819,345,365,268,454,236
8600000US10576,10576,ZCTA5 10576,4988,414,4575,418,78,85,0,11,181,133,0,11,10,17,144,124,13,20,131,121
8600000US10577,10577,ZCTA5 10577,6332,440,4606,416,796,187,18,21,358,136,11,15,187,78,356,124,140,63,216,101
8600000US10578,10578,ZCTA5 10578,851,208,729,195,0,11,0,11,34,41,0,11,88,139,0,11,0,11,0,11
8600000US10579,10579,ZCTA5 10579,9141,438,8519,549,0,16,19,30,83,67,0,16,155,97,365,242,37,40,328,242
8600000US10580,10580,ZCTA5 10580,17549,315,15760,455,150,84,120,121,952,233,0,18,226,138,341,157,16,18,325,152
8600000US10583,10583,ZCTA5 10583,40221,951,32039,946,652,252,55,58,5805,581,12,18,368,191,1290,299,208,152,1082,240
8600000US10588,10588,ZCTA5 10588,2771,603,2053,494,110,72,23,34,46,70,0,11,539,482,0,11,0,11,0,11
8600000US10589,10589,ZCTA5 10589,9426,433,8879,479,184,83,43,66,199,140,0,16,115,85,6,11,5,10,1,4
8600000US10590,10590,ZCTA5 10590,7047,575,6407,666,289,179,27,40,192,130,0,16,98,95,34,41,0,16,34,41
8600000US10591,10591,ZCTA5 10591,23363,413,15820,1010,1329,515,8,14,937,318,0,21,4645,933,624,326,225,219,399,222
8600000US10594,10594,ZCTA5 10594,5107,450,4577,458,179,89,0,16,86,95,0,16,197,159,68,63,14,18,54,60
8600000US10595,10595,ZCTA5 10595,8366,541,6540,502,786,205,0,16,687,243,0,16,170,99,183,97,71,54,112,83
8600000US10596,10596,ZCTA5 10596,1462,292,1268,265,13,20,0,11,36,44,0,11,111,165,34,31,0,11,34,31
8600000US10597,10597,ZCTA5 10597,919,257,919,257,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10598,10598,ZCTA5 10598,29789,882,25841,900,1059,328,158,191,1569,282,10,17,623,280,529,225,29,39,500,223
8600000US10601,10601,ZCTA5 10601,11826,957,6048,629,2383,771,0,18,1403,326,0,18,1729,669,263,150,49,62,214,122
8600000US10603,10603,ZCTA5 10603,17981,961,9614,820,4945,592,215,173,1277,290,0,18,1518,462,412,209,90,54,322,201
8600000US10604,10604,ZCTA5 10604,11153,625,8656,647,677,172,44,48,661,288,0,18,851,450,264,178,102,156,162,100
8600000US10605,10605,ZCTA5 10605,18001,892,13871,730,1055,307,35,38,674,253,0,18,1818,557,548,237,197,212,351,121
8600000US10606,10606,ZCTA5 10606,17356,915,8147,1045,2386,397,255,230,1395,451,0,18,4782,954,391,189,179,144,212,106
8600000US10607,10607,ZCTA5 10607,6828,706,3378,537,1795,512,81,96,1088,260,0,16,221,148,265,121,76,62,189,113
8600000US10701,10701,ZCTA5 10701,59101,1940,29586,1764,15613,1395,514,221,2757,656,36,42,8784,1162,1811,536,686,339,1125,393
8600000US10703,10703,ZCTA5 10703,21348,1219,10227,953,3612,827,20,31,1710,466,0,21,4896,1107,883,401,346,299,537,297
8600000US10704,10704,ZCTA5 10704,32733,1246,22262,1028,3885,767,54,54,2030,486,21,33,3469,744,1012,328,311,220,701,255
8600000US10705,10705,ZCTA5 10705,41588,1599,19084,1599,8051,1392,200,243,3101,772,0,24,9312,1568,1840,579,705,337,1135,476
8600000US10706,10706,ZCTA5 10706,8903,242,7860,310,327,120,0,16,380,133,0,16,121,95,215,106,7,12,208,105
8600000US10707,10707,ZCTA5 10707,10453,348,8254,487,607,378,0,18,640,235,0,18,502,293,450,233,0,18,450,233
8600000US10708,10708,ZCTA5 10708,22130,674,18181,748,1266,315,18,17,945,221,22,26,713,352,985,445,265,162,720,391
8600000US10709,10709,ZCTA5 10709,9506,477,8659,526,100,102,13,20,648,224,0,16,58,87,28,29,8,13,20,27
8600000US10710,10710,ZCTA5 10710,27022,976,16456,965,3301,381,4,8,3894,537,0,21,2221,512,1146,302,423,169,723,267
8600000US10801,10801,ZCTA5 10801,41773,887,21172,1279,10810,840,13,20,1935,425,38,41,5942,1078,1863,500,1113,438,750,196
8600000US10803,10803,ZCTA5 10803,12650,28,9973,392,1005,342,0,18,745,189,0,18,307,154,620,175,151,110,469,143
8600000US10804,10804,ZCTA5 10804,14466,757,12084,748,1140,310,0,18,539,195,0,18,376,312,327,167,87,83,240,134
8600000US10805,10805,ZCTA5 10805,19681,773,11027,829,3947,562,38,47,873,318,0,18,3251,674,545,236,222,149,323,179
8600000US10901,10901,ZCTA5 10901,23948,912,19039,1079,1153,385,9,14,1673,370,14,25,1503,609,557,209,104,111,453,168
8600000US10910,10910,ZCTA5 10910,25,39,25,39,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10911,10911,ZCTA5 10911,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10913,10913,ZCTA5 10913,5686,446,4996,425,121,69,0,16,317,120,0,16,128,58,124,69,6,12,118,69
8600000US10914,10914,ZCTA5 10914,415,202,334,194,81,123,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10915,10915,ZCTA5 10915,75,107,75,107,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10916,10916,ZCTA5 10916,4228,413,3938,434,30,31,0,11,161,155,0,11,99,121,0,11,0,11,0,11
8600000US10917,10917,ZCTA5 10917,1862,370,1601,327,0,11,0,11,53,46,0,11,113,152,95,95,50,79,45,50
8600000US10918,10918,ZCTA5 10918,12477,861,9702,882,1130,386,70,68,465,252,0,18,831,441,279,122,36,54,243,123
8600000US10919,10919,ZCTA5 10919,1393,363,1361,359,11,16,0,11,9,15,0,11,12,22,0,11,0,11,0,11
8600000US10920,10920,ZCTA5 10920,8869,542,7266,652,166,113,31,53,884,194,0,16,225,237,297,197,43,41,254,189
8600000US10921,10921,ZCTA5 10921,3765,255,3138,339,201,99,50,70,29,27,0,11,132,85,215,104,73,82,142,76
8600000US10922,10922,ZCTA5 10922,1637,259,1229,241,98,92,14,24,43,68,0,11,239,135,14,26,0,11,14,26
8600000US10923,10923,ZCTA5 10923,8553,792,5345,754,878,251,0,16,556,270,0,16,1470,557,304,159,202,143,102,77
