GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
8600000US12914,12914,ZCTA5 12914,1109,301,838,288,0,11,246,121,4,7,0,11,0,11,21,15,0,11,21,15
8600000US12916,12916,ZCTA5 12916,2206,324,2089,307,6,12,52,56,1,1,0,11,33,50,25,25,5,8,20,23
8600000US12917,12917,ZCTA5 12917,1190,150,1166,150,0,11,0,11,17,18,0,11,1,4,6,6,3,4,3,5
8600000US12918,12918,ZCTA5 12918,2252,382,2152,371,0,11,35,31,55,74,0,11,0,11,10,16,0,11,10,16
8600000US12919,12919,ZCTA5 12919,3046,266,2918,272,14,25,0,11,5,6,0,11,0,11,109,69,4,6,105,68
8600000US12920,12920,ZCTA5 12920,2631,260,2473,257,95,52,8,10,10,16,0,11,19,20,26,19,4,8,22,18
8600000US12921,12921,ZCTA5 12921,2555,342,2400,362,28,45,0,11,22,20,0,11,100,117,5,10,5,10,0,11
8600000US12922,12922,ZCTA5 12922,42,24,33,18,1,2,0,11,8,11,0,11,0,11,0,11,0,11,0,11
8600000US12923,12923,ZCTA5 12923,595,115,592,114,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11
8600000US12924,12924,ZCTA5 12924,106,53,106,53,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12926,12926,ZCTA5 12926,2024,208,1982,207,11,23,13,12,2,3,0,11,3,5,13,12,2,4,11,11
8600000US12927,12927,ZCTA5 12927,214,58,214,58,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12928,12928,ZCTA5 12928,1859,200,1786,189,1,2,16,18,47,56,0,11,1,2,8,7,0,11,8,7
8600000US12929,12929,ZCTA5 12929,3999,236,1993,230,1555,202,0,11,0,11,0,11,430,104,21,19,16,17,5,8
8600000US12930,12930,ZCTA5 12930,774,128,745,124,4,5,6,8,4,6,0,11,0,11,15,19,0,11,15,19
8600000US12932,12932,ZCTA5 12932,1327,222,1266,212,27,25,0,11,6,11,0,11,18,34,10,11,0,11,10,11
8600000US12933,12933,ZCTA5 12933,21,17,21,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12934,12934,ZCTA5 12934,1030,163,997,159,1,2,0,11,18,22,0,11,0,11,14,12,4,7,10,11
8600000US12935,12935,ZCTA5 12935,1373,224,1352,224,1,3,14,19,0,11,0,11,0,11,6,8,0,11,6,8
8600000US12936,12936,ZCTA5 12936,568,151,551,150,1,3,0,11,5,7,0,11,0,11,11,20,11,20,0,11
8600000US12937,12937,ZCTA5 12937,1688,202,1261,143,71,72,194,103,6,8,0,11,10,13,146,84,0,11,146,84
8600000US12939,12939,ZCTA5 12939,248,68,248,68,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12941,12941,ZCTA5 12941,1538,213,1510,211,9,8,10,15,3,4,0,11,2,4,4,7,0,11,4,7
8600000US12942,12942,ZCTA5 12942,872,159,827,157,0,11,0,11,4,6,3,5,22,33,16,19,0,11,16,19
8600000US12943,12943,ZCTA5 12943,230,89,228,90,0,11,0,11,0,11,2,4,0,11,0,11,0,11,0,11
8600000US12944,12944,ZCTA5 12944,4417,329,4235,354,30,32,9,13,34,41,0,11,13,14,96,54,21,25,75,47
8600000US12945,12945,ZCTA5 12945,532,154,532,154,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12946,12946,ZCTA5 12946,5159,418,4759,468,152,74,5,11,15,19,0,16,65,54,163,148,145,146,18,34
8600000US12950,12950,ZCTA5 12950,801,125,720,125,31,25,0,11,1,5,0,11,26,25,23,17,3,7,20,16
8600000US12952,12952,ZCTA5 12952,578,277,344,120,207,235,8,16,13,19,0,11,0,11,6,10,0,11,6,10
